portfolio_rank,ingredient_id,name_ko,name_en,effect_id,effect_name,product_count,selection_policy,signal_strength,signal_functions,best_evidence_tier,best_signal_score,best_relation_scope,best_applicability,best_pmid,best_title,screening_status,review_status,score_change
385,cucumis_sativus_cucumber_fruit_extract,오이열매추출물,Cucumis Sativus (Cucumber) Fruit Extract,effect_moisture_barrier,보습·장벽,1166,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
386,honokiol,호노키올,Honokiol,effect_brightening,미백·톤,33,direct_cosing_signal,high,BLEACHING,,0,,,,,cosing_only,candidate_unverified,none
387,sparassis_crispa_extract,꽃송이버섯추출물,Sparassis Crispa Extract,effect_moisture_barrier,보습·장벽,33,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
388,cetyl_esters,세틸에스터,Cetyl Esters,effect_moisture_barrier,보습·장벽,1141,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
389,pca_ethyl_cocoyl_arginate,피씨에이에틸코코일알지네이트,PCA Ethyl Cocoyl Arginate,effect_moisture_barrier,보습·장벽,32,human_topical_pubmed_required,high,MOISTURISING,,0,,,,,cosing_only,candidate_unverified,none
390,phaeodactylum_tricornutum_extract,파에오닥틸룸 트리코르누툼추출물,Phaeodactylum Tricornutum Extract,effect_calming,진정,32,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
390,phaeodactylum_tricornutum_extract,파에오닥틸룸 트리코르누툼추출물,Phaeodactylum Tricornutum Extract,effect_moisture_barrier,보습·장벽,32,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
391,thuja_occidentalis_leaf_extract,서양측백나무잎추출물,Thuja Occidentalis Leaf Extract,effect_brightening,미백·톤,31,direct_cosing_signal,high,BLEACHING,,0,,,,,cosing_only,candidate_unverified,none
392,glyceryl_oleate,글리세릴올리에이트,Glyceryl Oleate,effect_moisture_barrier,보습·장벽,1066,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
393,adansonia_digitata_pulp_extract,바오밥나무펄프추출물,Adansonia Digitata Pulp Extract,effect_moisture_barrier,보습·장벽,30,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
394,potassium_pca,포타슘피씨에이,Potassium PCA,effect_moisture_barrier,보습·장벽,30,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
395,rosa_canina_fruit_oil,로즈힙열매오일,Rosa Canina Fruit Oil,effect_moisture_barrier,보습·장벽,1019,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
396,euphrasia_officinalis_extract,아이브라이트추출물,Euphrasia Officinalis Extract,effect_calming,진정,29,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
397,isopropyl_titanium_triisostearate,아이소프로필티타늄트라이아이소스테아레이트,Isopropyl Titanium Triisostearate,effect_moisture_barrier,보습·장벽,1007,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
398,camellia_japonica_seed_oil,동백나무씨오일,Camellia Japonica Seed Oil,effect_moisture_barrier,보습·장벽,983,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
399,cetraria_islandica_extract,아이슬란드이끼추출물,Cetraria Islandica Extract,effect_calming,진정,28,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
399,cetraria_islandica_extract,아이슬란드이끼추출물,Cetraria Islandica Extract,effect_moisture_barrier,보습·장벽,28,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
400,lactitol,락티톨,Lactitol,effect_moisture_barrier,보습·장벽,28,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
401,prunus_persica_peach_juice,복숭아즙,Prunus Persica (Peach) Juice,effect_moisture_barrier,보습·장벽,28,human_topical_pubmed_required,high,MOISTURISING,,0,,,,,cosing_only,candidate_unverified,none
402,coconut_acid,코코넛애씨드,Coconut Acid,effect_moisture_barrier,보습·장벽,966,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
403,pentaerythrityl_tetraisostearate,펜타에리스리틸테트라아이소스테아레이트,Pentaerythrityl Tetraisostearate,effect_moisture_barrier,보습·장벽,960,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
404,hydrogenated_vegetable_oil,하이드로제네이티드식물성오일,Hydrogenated Vegetable Oil,effect_moisture_barrier,보습·장벽,952,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
405,coleus_forskohlii_root_extract,포스콜리뿌리추출물,Coleus Forskohlii Root Extract,effect_moisture_barrier,보습·장벽,27,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
406,dihydroxypropyl_arginine_hcl,다이하이드록시프로필알지닌에이치씨엘,Dihydroxypropyl Arginine HCl,effect_moisture_barrier,보습·장벽,27,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
407,viscum_album_mistletoe_leaf_extract,겨우살이잎추출물,Viscum Album (Mistletoe) Leaf Extract,effect_calming,진정,27,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
408,orchis_mascula_flower_extract,샐렙꽃추출물,Orchis Mascula Flower Extract,effect_calming,진정,26,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
409,parietaria_officinalis_extract,펠리토리추출물,Parietaria Officinalis Extract,effect_calming,진정,26,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
409,parietaria_officinalis_extract,펠리토리추출물,Parietaria Officinalis Extract,effect_moisture_barrier,보습·장벽,26,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
410,sh_oligopeptide_9,에스에이치-올리고펩타이드-9,sh-Oligopeptide-9,effect_moisture_barrier,보습·장벽,26,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
411,taraxacum_officinale_dandelion_rhizome_root_extract,서양민들레뿌리줄기/뿌리추출물,Taraxacum Officinale (Dandelion) Rhizome/Root Extract,effect_calming,진정,26,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
412,hexyl_laurate,헥실라우레이트,Hexyl Laurate,effect_moisture_barrier,보습·장벽,891,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
413,averrhoa_carambola_leaf_extract,스타후르츠잎추출물,Averrhoa Carambola Leaf Extract,effect_moisture_barrier,보습·장벽,25,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
414,betula_alba_leaf_extract,만주자작나무잎추출물,Betula Alba Leaf Extract,effect_calming,진정,25,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
415,peg_8_stearate,피이지-8스테아레이트,PEG-8 Stearate,effect_moisture_barrier,보습·장벽,25,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
416,citrus_limon_lemon_fruit_extract,레몬추출물,Citrus Limon (Lemon) Fruit Extract,effect_moisture_barrier,보습·장벽,876,human_topical_pubmed_required,medium,SKIN CONDITIONING - OCCLUSIVE,,0,,,,,cosing_only,candidate_unverified,none
417,dicaprylyl_ether,다이카프릴릴에터,Dicaprylyl Ether,effect_moisture_barrier,보습·장벽,861,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
418,zea_mays_corn_starch,옥수수전분,Zea Mays (Corn) Starch,effect_moisture_barrier,보습·장벽,844,human_topical_pubmed_required,medium,SKIN PROTECTING,,0,,,,,cosing_only,candidate_unverified,none
419,achillea_millefolium_flower_extract,서양톱풀꽃추출물,Achillea Millefolium Flower Extract,effect_moisture_barrier,보습·장벽,24,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
420,ononis_spinosa_root_extract,레스트해로우뿌리추출물,Ononis Spinosa Root Extract,effect_calming,진정,24,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
421,rhodomyrtus_tomentosa_fruit_extract,도금양열매추출물,Rhodomyrtus Tomentosa Fruit Extract,effect_moisture_barrier,보습·장벽,24,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
422,ceramide_ag,세라마이드에이지,Ceramide AG,effect_moisture_barrier,보습·장벽,23,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
423,hydrolyzed_linseed_seed,하이드롤라이즈드아마씨,Hydrolyzed Linseed Seed,effect_moisture_barrier,보습·장벽,23,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
424,oenocarpus_bataua_fruit_oil,바투아야자열매오일,Oenocarpus Bataua Fruit Oil,effect_moisture_barrier,보습·장벽,23,human_topical_pubmed_required,high,MOISTURISING,,0,,,,,cosing_only,candidate_unverified,none
425,sodium_caproyl_lauroyl_lactylate,소듐카프로일/라우로일락틸레이트,Sodium Caproyl/Lauroyl Lactylate,effect_acne_sebum,여드름·피지,23,human_topical_pubmed_required,high,ANTI-SEBORRHEIC,,0,,,,,cosing_only,candidate_unverified,none
426,sodium_mannose_phosphate,소듐만노오스포스페이트,Sodium Mannose Phosphate,effect_moisture_barrier,보습·장벽,23,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
427,butylene_glycol_dicaprylate_dicaprate,부틸렌글라이콜다이카프릴레이트/다이카프레이트,Butylene Glycol Dicaprylate/Dicaprate,effect_moisture_barrier,보습·장벽,795,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
428,euphorbia_cerifera_candelilla_wax,칸데릴라왁스,Euphorbia Cerifera (Candelilla) Wax,effect_moisture_barrier,보습·장벽,786,human_topical_pubmed_required,medium,SKIN CONDITIONING - OCCLUSIVE,,0,,,,,cosing_only,candidate_unverified,none
429,dibutyl_adipate,다이부틸아디페이트,Dibutyl Adipate,effect_moisture_barrier,보습·장벽,779,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
430,hydrogenated_olive_oil_unsaponifiables,하이드로제네이티드올리브오일불검화물,Hydrogenated Olive Oil Unsaponifiables,effect_moisture_barrier,보습·장벽,777,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
431,bis_ethoxydiglycol_cyclohexane_1_4_dicarboxylate,"비스-에톡시다이글라이콜사이클로헥산1,4-다이카복실레이 트","Bis-Ethoxydiglycol Cyclohexane 1,4-Dicarboxylate",effect_moisture_barrier,보습·장벽,22,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
432,stearyl_palmitate,스테아릴팔미테이트,Stearyl Palmitate,effect_moisture_barrier,보습·장벽,22,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
433,cyclomethicone,사이클로메티콘,Cyclomethicone,effect_moisture_barrier,보습·장벽,128,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,8,10,abstract_exact,reference_only,23710417,Pilot study to evaluate the effect of topical dimethicone on clinical signs and skin barrier function in dogs with naturally occurring atopic dermatitis.,evidence_tier_8,candidate_unverified,none
434,palmitoyl_palmitamide_mea,팔미토일팔미타마이드엠이에이,Palmitoyl Palmitamide MEA,effect_moisture_barrier,보습·장벽,21,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
435,oenothera_biennis_evening_primrose_oil,달맞이꽃오일,Oenothera Biennis (Evening Primrose) Oil,effect_moisture_barrier,보습·장벽,733,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
436,copernicia_cerifera_carnauba_wax,카나우바왁스,Copernicia Cerifera (Carnauba) Wax,effect_moisture_barrier,보습·장벽,723,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
437,peg_75_lanolin,피이지-75라놀린,PEG-75 Lanolin,effect_moisture_barrier,보습·장벽,71,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,7,13,abstract_exact,combination_or_formulation,36577808,Film-Forming Properties of Topical Formulations for Skin and Hair: In Vivo and In Vitro Studies Using Biophysical and Imaging Techniques.,evidence_tier_7,candidate_unverified,none
438,betaphycus_gelatinum_extract,베타피쿠스 겔라티눔추출물,Betaphycus Gelatinum Extract,effect_brightening,미백·톤,20,direct_cosing_signal,high,BLEACHING,,0,,,,,cosing_only,candidate_unverified,none
439,methyl_glucose_dioleate,메틸글루코오스다이올리에이트,Methyl Glucose Dioleate,effect_moisture_barrier,보습·장벽,20,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
440,methylheptylglycerin,메틸헵틸글리세린,Methylheptylglycerin,effect_moisture_barrier,보습·장벽,20,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
441,peg_9,피이지-9,PEG-9,effect_moisture_barrier,보습·장벽,20,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
442,sulfated_castor_oil,설페이티드캐스터오일,Sulfated Castor Oil,effect_moisture_barrier,보습·장벽,20,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
443,zymomonas_ferment_extract,자이모모나스발효추출물,Zymomonas Ferment Extract,effect_moisture_barrier,보습·장벽,20,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
444,propylene_glycol_dicaprylate_dicaprate,프로필렌글라이콜다이카프릴레이트/다이카프레이트,Propylene Glycol Dicaprylate/Dicaprate,effect_moisture_barrier,보습·장벽,698,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
445,tridecyl_trimellitate,트라이데실트라이멜리테이트,Tridecyl Trimellitate,effect_moisture_barrier,보습·장벽,692,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
446,avena_sativa_oat_kernel_extract,귀리커넬추출물,Avena Sativa (Oat) Kernel Extract,effect_moisture_barrier,보습·장벽,682,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
447,diisopropyl_sebacate,다이아이소프로필세바케이트,Diisopropyl Sebacate,effect_moisture_barrier,보습·장벽,682,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
448,neopentyl_glycol_diheptanoate,네오펜틸글라이콜다이헵타노에이트,Neopentyl Glycol Diheptanoate,effect_moisture_barrier,보습·장벽,682,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
449,laminaria_saccharina_extract,슈가켈프추출물,Laminaria Saccharina Extract,effect_moisture_barrier,보습·장벽,677,human_topical_pubmed_required,medium,SKIN PROTECTING,,0,,,,,cosing_only,candidate_unverified,none
450,arginine_pca,알지닌피씨에이,Arginine PCA,effect_moisture_barrier,보습·장벽,19,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
451,coix_lacryma_jobi_ma_yuen_seed_powder,율무씨가루,Coix Lacryma-Jobi Ma-yuen Seed Powder,effect_moisture_barrier,보습·장벽,19,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
452,platonia_insignis_seed_butter,바쿠리씨버터,Platonia Insignis Seed Butter,effect_moisture_barrier,보습·장벽,19,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
453,prunus_persica_peach_kernel_extract,복숭아씨추출물,Prunus Persica (Peach) Kernel Extract,effect_moisture_barrier,보습·장벽,19,human_topical_pubmed_required,high,MOISTURISING,,0,,,,,cosing_only,candidate_unverified,none
454,scrophularia_nodosa_extract,스크로폴라리아 노도사추출물,Scrophularia Nodosa Extract,effect_calming,진정,19,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
455,tamarindus_indica_extract,타마린드추출물,Tamarindus Indica Extract,effect_exfoliation,각질,19,human_topical_pubmed_required,high,KERATOLYTIC,,0,,,,,cosing_only,candidate_unverified,none
456,helianthus_annuus_sunflower_extract,해바라기추출물,Helianthus Annuus (Sunflower) Extract,effect_moisture_barrier,보습·장벽,671,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
457,davidsonia_jerseyana_fruit_extract,다비드소니아 예르세야나열매추출물,Davidsonia Jerseyana Fruit Extract,effect_moisture_barrier,보습·장벽,18,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
458,glycereth_20,글리세레스-20,Glycereth-20,effect_moisture_barrier,보습·장벽,18,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
459,peg_14,피이지-14,PEG-14,effect_moisture_barrier,보습·장벽,18,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
460,peg_33,피이지-33,PEG-33,effect_moisture_barrier,보습·장벽,18,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
461,prunus_serotina_wild_cherry_bark_extract,블랙체리나무껍질추출물,Prunus Serotina (Wild Cherry) Bark Extract,effect_moisture_barrier,보습·장벽,18,human_topical_pubmed_required,high,MOISTURISING,,0,,,,,cosing_only,candidate_unverified,none
462,rhododendron_chrysanthum_leaf_extract,노랑만병초잎추출물,Rhododendron Chrysanthum Leaf Extract,effect_calming,진정,18,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
462,rhododendron_chrysanthum_leaf_extract,노랑만병초잎추출물,Rhododendron Chrysanthum Leaf Extract,effect_moisture_barrier,보습·장벽,18,human_topical_pubmed_required,medium,SKIN PROTECTING,,0,,,,,cosing_only,candidate_unverified,none
463,sclerocarya_birrea_seed_butter,마룰라씨버터,Sclerocarya Birrea Seed Butter,effect_moisture_barrier,보습·장벽,18,human_topical_pubmed_required,high,SKIN CONDITIONING - HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
464,arachidyl_alcohol,아라키딜알코올,Arachidyl Alcohol,effect_moisture_barrier,보습·장벽,637,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
465,laminaria_japonica_extract,다시마추출물,Laminaria Japonica Extract,effect_moisture_barrier,보습·장벽,634,human_topical_pubmed_required,medium,SKIN PROTECTING,,0,,,,,cosing_only,candidate_unverified,none
466,oryza_sativa_rice_bran_oil,쌀겨오일,Oryza Sativa (Rice) Bran Oil,effect_moisture_barrier,보습·장벽,629,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
467,pentaerythrityl_tetraethylhexanoate,펜타에리스리틸테트라에틸헥사노에이트,Pentaerythrityl Tetraethylhexanoate,effect_moisture_barrier,보습·장벽,624,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
468,c9_12_alkane,C9-12알케인,C9-12 Alkane,effect_moisture_barrier,보습·장벽,614,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT+SKIN CONDITIONING - OCCLUSIVE,,0,,,,,cosing_only,candidate_unverified,none
469,algae_oligosaccharides,조류올리고사카라이드,Algae Oligosaccharides,effect_moisture_barrier,보습·장벽,17,human_topical_pubmed_required,high,SKIN CONDITIONING - HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
470,bambusa_vulgaris_shoot_extract,밤부사 불가리스싹추출물,Bambusa Vulgaris Shoot Extract,effect_moisture_barrier,보습·장벽,17,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
471,hydroxypropyltrimonium_lemon_protein,하이드록시프로필트라이모늄레몬단백질,Hydroxypropyltrimonium Lemon Protein,effect_moisture_barrier,보습·장벽,17,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
472,olive_glycerides,올리브글리세라이즈,Olive Glycerides,effect_moisture_barrier,보습·장벽,17,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
473,schizosaccharomyces_ferment_filtrate,스키조사카로미세스발효여과물,Schizosaccharomyces Ferment Filtrate,effect_moisture_barrier,보습·장벽,17,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
474,rosa_damascena_flower_water,다마스크장미꽃수,Rosa Damascena Flower Water,effect_moisture_barrier,보습·장벽,587,human_topical_pubmed_required,medium,SKIN PROTECTING,,0,,,,,cosing_only,candidate_unverified,none
475,acorus_gramineus_extract,석창포추출물,Acorus Gramineus Extract,effect_moisture_barrier,보습·장벽,16,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
476,dihydroxyisopropyl_palmoylpalmamide,다이하이드록시아이소프로필팔모일팜아마이드,Dihydroxyisopropyl Palmoylpalmamide,effect_moisture_barrier,보습·장벽,16,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
477,leonurus_sibiricus_flower_leaf_stem_extract,익모초꽃/잎/줄기추출물,Leonurus Sibiricus Flower/Leaf/Stem Extract,effect_calming,진정,16,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
478,magnolol,마그놀올,Magnolol,effect_brightening,미백·톤,16,direct_cosing_signal,high,BLEACHING,,0,,,,,cosing_only,candidate_unverified,none
479,prunus_armeniaca_apricot_juice,살구즙,Prunus Armeniaca (Apricot) Juice,effect_moisture_barrier,보습·장벽,16,human_topical_pubmed_required,high,MOISTURISING,,0,,,,,cosing_only,candidate_unverified,none
480,undecylenoyl_glycine,운데실레노일글라이신,Undecylenoyl Glycine,effect_acne_sebum,여드름·피지,16,human_topical_pubmed_required,high,ANTI-SEBORRHEIC,,0,,,,,cosing_only,candidate_unverified,none
481,ceratonia_siliqua_carob_gum,캐롭검,Ceratonia Siliqua (Carob) Gum,effect_moisture_barrier,보습·장벽,568,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
482,adansonia_digitata_seed_oil,바오밥나무씨오일,Adansonia Digitata Seed Oil,effect_moisture_barrier,보습·장벽,553,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
483,acetamidoethoxyethanol,아세타미도에톡시에탄올,Acetamidoethoxyethanol,effect_moisture_barrier,보습·장벽,15,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
484,hydrogenated_ethylhexyl_olivate,하이드로제네이티드에틸헥실올리베이트,Hydrogenated Ethylhexyl Olivate,effect_moisture_barrier,보습·장벽,532,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
485,chlamydomonas_reinhardtii_extract,클라미도모나스 레인하르드티이추출물,Chlamydomonas Reinhardtii Extract,effect_moisture_barrier,보습·장벽,14,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
486,echinacea_angustifolia_extract,에키네시아추출물,Echinacea Angustifolia Extract,effect_calming,진정,14,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
486,echinacea_angustifolia_extract,에키네시아추출물,Echinacea Angustifolia Extract,effect_moisture_barrier,보습·장벽,14,human_topical_pubmed_required,high,MOISTURISING,,0,,,,,cosing_only,candidate_unverified,none
487,hyaluronic_acid_polyisopropylacrylamide_copolymer,하이알루로닉애씨드/폴리아이소프로필아크릴아마이드코폴 리머,Hyaluronic Acid/Polyisopropylacrylamide Copolymer,effect_moisture_barrier,보습·장벽,14,human_topical_pubmed_required,high,HUMECTANT+SKIN CONDITIONING - HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
488,mimosa_tenuiflora_leaf_extract,미모사 테누이플로라잎추출물,Mimosa Tenuiflora Leaf Extract,effect_calming,진정,14,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
488,mimosa_tenuiflora_leaf_extract,미모사 테누이플로라잎추출물,Mimosa Tenuiflora Leaf Extract,effect_moisture_barrier,보습·장벽,14,human_topical_pubmed_required,medium,SKIN PROTECTING,,0,,,,,cosing_only,candidate_unverified,none
489,peg_180,피이지-180,PEG-180,effect_moisture_barrier,보습·장벽,14,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
490,rhodiola_rosea_root_extract,바위돌꽃뿌리추출물,Rhodiola Rosea Root Extract,effect_moisture_barrier,보습·장벽,86,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT+SKIN PROTECTING,8,10,abstract_exact,reference_only,30373163,Assessment of Human Skin Gene Expression by Different Blends of Plant Extracts with Implications to Periorbital Skin Aging.,evidence_tier_8,candidate_unverified,none
491,cetearyl_ethylhexanoate,세테아릴에틸헥사노에이트,Cetearyl Ethylhexanoate,effect_moisture_barrier,보습·장벽,504,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
492,lavandula_hybrida_oil,라반딘오일,Lavandula Hybrida Oil,effect_moisture_barrier,보습·장벽,493,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
493,c10_18_triglycerides,C10-18트라이글리세라이즈,C10-18 Triglycerides,effect_moisture_barrier,보습·장벽,491,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
494,salvia_hispanica_seed_extract,멕시칸치아씨추출물,Salvia Hispanica Seed Extract,effect_moisture_barrier,보습·장벽,491,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
495,bis_behenyl_isostearyl_phytosteryl_dimer_dilinoleyl_dim_kcia_686,비스-베헤닐/아이소스테아릴/피토스테릴다이머다이리놀레 일다이머다이리놀리에이트,Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate,effect_moisture_barrier,보습·장벽,485,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
496,simethicone,시메티콘,Simethicone,effect_moisture_barrier,보습·장벽,483,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
